,text,sentiment,transformed_text
3075,Atentados do Estado Islâmico deixam mais de 180 mortos na Síria,0,atent est islam deix 180 mort sir
3076,Ruptura de represa no Laos deixa 26 mortos e mais de 130 desaparecidos,0,rupt repr lao deix 26 mort 130 desaparec
3077,Homem-bomba mata 29 pessoas perto de zona eleitoral no Paquistão,0,hom bomb mat 29 pesso pert zon eleitor paquista
3078,Sobe para 79 número de mortos por conta dos incêndios florestais na Grécia,0,sob 79 numer mort cont incendi florest grec
3079,Estado Islâmico reivindica ataque em Toronto,0,est islam reivind ataqu toront
3080,Atentados deixam pelo menos 40 mortos no sul da Síria,0,atent deix menos 40 mort sul sir
3081,"Sergio Marchionne, ex-presidente da Fiat Chrysler, morre aos 66 anos",0,sergi marchionn ex presid fiat chrysl morr 66 ano
3082,"Após morte de estudante, Brasil chama embaixador na Nicarágua",0,apo mort estud cham embaix nicaragu
3083,Nicarágua: polícia liberta 80 pessoas com mediação de prefeito sandinista,0,nicaragu polic libert 80 pesso mediaca prefeit sandin
3084,Vice-presidente dos EUA acusa Ortega de patrocinar violência na Nicarágua,0,vic presid eua acus orteg patrocin violenc nicaragu
3085,Polícia da Nicarágua nega tiros de paramilitares contra brasileira,0,polic nicaragu neg tir paramil contr
3086,Itamaraty pede “punição” para assassinato de brasileira na Nicarágua,0,itamaraty ped punica assassinat nicaragu
3087,Polícia confirma 3 mortes em confronto com manifestantes na Nicarágua,0,polic confirm 3 mort confront manifest nicaragu
3088,Papa Francisco envia mensagens de solidariedade para a Grécia e Laos,0,pap francisc env mens solidariedad grec lao
3089,Oitavo jornalista mexicano é assassinado em 2018,0,oitav jornal mexic assassin 2018
3090,ONU diz que Israel e Hamas estiveram a “minutos de confronto devastador”,0,onu diz israel ham minut confront devast
3091,"Mais agressivo, vírus H1N1 triplica mortes por gripe",0,agress viru h1n1 tripl mort grip
3092,Sobe para 74 número de mortos nos incêndios na Grécia,0,sob 74 numer mort incendi grec
3093,"Estudante brasileira é assassinada a tiros na Nicarágua, diz Universidade",0,estud assassin tir nicaragu diz univers
3094,Homem executado a tiros de fuzil em São Paulo é ligado ao PCC,0,hom execut tir fuzil paul lig pcc
3095,Novo ataque de forças do governo deixa 3 mortos na Nicarágua,0,nov ataqu forc govern deix 3 mort nicaragu
3096,Cofundadora do movimento feminista Femen é encontrada morta em Paris,0,cofund mov femin femen encontr mort paril
3097,Polícia do Rio investiga terceira morte por procedimento estético,0,polic rio investig terc mort proced este
3098,Professor é suspeito de jogar namorada de sacada no interior do PR,0,profes suspeit jog namor sac interi pr
3099,Ex-PM suspeito de estar no carro dos assassinos de Marielle é preso no Rio,0,ex pm suspeit est carr assassin mariell pres rio
3100,Calor no Japão causa 65 mortes e leva 22 mil pessoas aos hospitais,0,cal japa caus 65 mort lev 22 pesso hospit
3101,"Número de mortos por incêndios na Grécia já passa de 60, diz autoridade",0,numer mort incendi grec pass 60 diz autoridad
3102,Inundações no Vietnã causam 27 mortes,0,inundaco vietn caus 27 mort
3103,Ruptura de represa deixa centenas de desaparecidos no Laos,0,rupt repr deix centen desaparec lao
3104,"Homem é morto com 70 tiros de fuzil no Tatuapé, zona leste de SP",0,hom mort 70 tir fuzil tatuap zon lest sp
3105,Incêndios florestais na Grécia deixam pelo menos 49 mortos e 172 feridos,0,incendi florest grec deix menos 49 mort 172 fer
3106,Polícia identifica autor de disparos que mataram 2 pessoas em Toronto,0,polic identif autor dispar mat 2 pesso toront
3107,Polícia investiga caso de morte após cirurgia estética,0,polic investig cas mort apo cirurg este
3108,Criança e jovem de 18 anos são as vítimas de tiroteio no Canadá,0,crianc jov 18 ano vit tirotei can
3109,Sobe para três o número de mortos após ataque a tiros em Toronto,0,sob tre numer mort apo ataqu tir toront
3110,Cadeirante morre em SP após ser atropelada por motorista embriagado,0,cadeir morr sp apo ser atropel motor embriag
3111,Atentados no norte da Síria deixam ao menos 9 mortos e 40 feridos,0,atent nort sir deix menos 9 mort 40 fer
3112,Sobe para 23 o número de mortos em ataque contra vice-presidente afegão,0,sob 23 numer mort ataqu contr vic presid afega
3113,"Tiroteio em Toronto deixa dois mortos, incluindo agressor, e 13 feridos",0,tirotei toront deix doi mort inclu agres 13 fer
3114,EI reivindica atentado contra vice-presidente afegão que deixou 15 mortos,0,ei reivind atent contr vic presid afega deix 15 mort
3115,Quatro palestinos e um soldado israelense são mortos em Gaza,0,quatr palestin sold israel mort gaz
3116,“Dr. Bumbum” e mãe foram indiciados por morte do companheiro dela,0,dr bumbum mae indici mort companh
3117,Menina de 10 anos sangra até a morte após sofrer mutilação genital,0,menin 10 ano sangr mort apo sofr mutilaca genit
3118,Choque entre caminhonete e caminhão deixa 12 mortos e 9 feridos no México,0,choqu caminhonet caminha deix 12 mort 9 fer mexic
3119,Chacina em Porto Alegre deixa sete mortos e um ferido,0,chacin port alegr deix set mort fer
3120,Naufrágio em lago do Missouri deixa 17 mortos,0,naufragi lag missour deix 17 mort
3121,Sobe para 125 número de mortos por erupção na Guatemala,0,sob 125 numer mort erupca guatemal
3122,“Dr. Bumbum” já é alvo de 21 ligações ao Disque-Denúncia,0,dr bumbum alv 21 ligaco disqu denunc
3123,Aluno que trabalhava como lixeiro entra em Harvard,1,alun trabalh lix entr harvard
3124,Abrigo de idosos no Rio de Janeiro pede doação de afeto durante a pandemia,1,abrig idos rio jan ped doaca afet dur pandem
3125,A gente não deveria se importar com quem nos ajudou a seguir em frente em meio à pandemia?,1,gent dev import ajud segu frent mei pandem
3126,Companhia aérea em Taiwan oferece voos de mentira para turistas com saudade de viajar,1,companh aere taiwan oferec voo ment turist saudad viaj
3127,Segurança de supermercado usa o próprio guarda-chuva para proteger cão na Escócia,1,seguranc supermerc usa propri guard chuv proteg cao escoc
3128,Médico de 103 anos completa na Bélgica 'maratona em partes' para ajudar pesquisas sobre a Covid-19,1,medic 103 ano complet belg maraton part ajud pesquis sobr covid 19
3129,Parque de diversões na Dinamarca permite cães uma vez por ano,1,parqu diverso dinamarc permit cae vez ano
3130,Família salva urso que nadava com pote preso na cabeça em lago nos EUA; assista,1,famil salv urs nad pot pres cabec lag eua assist
3131,"Com voos cancelados, homem navega por 85 dias entre Portugal e Argentina para rever os pais",1,voo cancel hom naveg 85 dia portug argentin rev pal
3132,Mergulhadores libertam baleia que estava presa em rede de pesca na Itália,1,mergulh libert bale pres red pesc ital
3133,"Geladeira na rua, varal de máscaras, doação de alimentos: veja as ações para ajudar o próximo em tempos de pandemia",1,gelad rua varal masc doaca aliment vej aco ajud prox temp pandem
3134,"Viagem de jegue, 'clínica' caseira, 'mudança' para o carro: profissionais de saúde se reinventam para atender pacientes e proteger familiares ",1,viag jegu clin cas mudanc carr profiss saud reinvent atend paci proteg famili
3135,Orgulho que cresce nos crespos ,1,orgulh cresc cresp
3136,DJ convida pessoas brancas a enviarem plantas para amigos negros como gesto de solidariedade ,1,dj conv pesso branc envi plant amig negr gest solidariedad
3137,"Casamentos, aniversários, formaturas, chás de bebê: veja a criatividade das comemorações em tempos de coronavírus",1,cas aniversari format cha beb vej criat comemoraco temp coronaviru
3138,Os reféns de uma decisão que não foi tomada por eles,1,ref decisa tom
3139,Músicos de diferentes países se unem online para tocar ‘Bohemian Rhapsody’; assista,1,music difer pais un onlin toc bohemian rhapsody '; assist
3140,A cientista que viajou ao espaço e depois ao ponto mais fundo do oceano,1,cient viaj espac pont fund ocean
3141,Instituição para idosos na Argentina cria 'cortina do abraço' e reconecta residentes e familiares,1,instituica idos argentin cri cortin abrac reconect resid famili
3142,Iniciativa faz 'delivery' de currículos para ajudar desempregados de Porto Alegre,1,inici faz delivery curricul ajud desempreg port alegr
3143,Da Baixada Fluminense à Califórnia: o jovem cientista brasileiro selecionado para estudar o coronavírus,1,baix flumin californ jov cient selecion estud coronaviru
3144,"Sorrisos, palmas, músicas, alívio e fé: veja comemorações de idosos curados da Covid-19",1,sorris palm music alivi fe vej comemoraco idos cur covid 19
3145,Começa a doer como se fosse em você. Te transforma,1,comec do transform
3146,"Com quase 95 anos, brasileira que foi voluntária na 2ª Guerra agora ajuda na luta contra a Covid-19",1,quas 95 ano volunt 2a guerr agor ajud lut contr covid 19
3147,"Precisa doer, incendiar nosso conforto ",1,precis do incendi confort
3148,"Piscina e igrejas reabertas, pais passeando com filhos, robôs servindo café: a retomada da vida no mundo em meio à pandemia do coronavírus",1,piscin igrej reabert pal passe filh rob serv caf retom vid mund mei pandem coronaviru
3149,Pequenos empresários russos doam refeições e equipamentos a médicos e hospitais que combatem coronavírus,1,pequen empresari russ do refeico equip medic hospit combat coronaviru
3150,"Quando viu as paredes da casa do menino João Pedro, cravadas de balas, você pensou na sua casa?",1,viu pared cas menin joa pedr crav bal pens cas
3151,"Bicharada 'solta', céu limpo e ar puro: os retratos da natureza em tempos de coronavírus",1,"bichar solt ', ceu limp ar pur retrat natur temp coronaviru"
3152,Jogadores do Boca Juniors e do River Plate doam camisas para transformar em máscaras contra COVID-19,1,jog boc juni riv plat do camis transform masc contr covid 19
3153,Parque de animais marinhos celebra nascimento de sua 2ª geração de golfinhos na França,1,parqu animal mar celebr nasc 2a geraca golf franc
3154,Pai surpreende filha com cerimônia de formatura diante de casa nos EUA,1,pai surpreend filh cerimon format di cas eua
3155,"Contra a letargia, consciência e pertencimento",1,contr letarg conscienc pertenc
3156,"Doação de dinheiro do cofrinho, cartinhas, desenhos e fantasia: veja como crianças enfrentam a pandemia no Brasil e no mundo",1,doaca dinh cofr cart desenh fantas vej crianc enfrent pandem mund
3157,Estudo usa raios X para comprovar descoberta da fotografia no Brasil em 1833,1,estud usa rai x comprov descobert fotograf 1833
3158,Cachorrinho recebe carta de vizinho de 10 anos se oferecendo como 'babá' de pet,1,cachorr receb cart vi 10 ano oferec bab pet
3159,Gigafoto de obra-prima de Rembrandt permite explorar pintura em detalhes,1,gigafot obr prim rembrandt permit explor pint detalh
3160,Pastor alemão surpreende acolhendo cervos órfãos que dona leva para casa nos EUA,1,pastor alema surpreend acolh cerv orfa don lev cas eua
3161,Noruega quer desenterrar barco viking funerário pela 1ª vez em um século,1,norueg qu desenterr barc viking funerari vez secul
3162,‘Ele soluçava e perguntava pelos amigos’: o final feliz de festa de aniversário de menino com autismo em meio à pandemia,1,soluc pergunt amig ': final feliz fest aniversari menin aut mei pandem
3163,Pai e filha usam fantasias para levar lixo durante o isolamento na Espanha,1,pai filh us fantas lev lix dur isol espanh
3164,"Solta há 1 ano com localizador, tartaruga nada mais de 2.500 km em um ano",1,solt 1 ano localiz tartarug nad 2 500 km ano
3165,Americana usa 7.500 moedas para fazer piso diferente na entrada de casa,1,americ usa 7 500 moed faz pis difer entr cas
3166,"É difícil? Sim, é difícil. Mas retomar o diálogo é essencial agora",1,dificil sim dificil retom dialog essenc agor
3167,Dia das mães: filhos de circo fazem homenagem surpresa a mães artistas,1,dia mae filh circ faz homen surpr mae artist
3168,Aquário japonês promove encontros entre espécies durante a pandemia,1,aquari japon promov encontr especi dur pandem
3169,"Tem chá de fraldas, sim, senhor: veja a criatividade de celebrações de dia das mães em tempos de pandemia do coronavírus",1,cha frald sim senh vej criat celebraco dia mae temp pandem coronaviru
3170,Nasce primeiro panda gigante na Holanda,1,nasc prim pand gigant holand
3171,Museu Britânico libera 280 mil novas fotos de seu acervo com licença aberta,1,mus britan lib 280 nov fot acerv licenc abert
3172,Sonhar é preciso,1,sonh precis
3173,"Festa após recuperação, fantasia para abraço surpresa: veja reencontros emocionantes de pais e filhos em tempos de coronavírus",1,fest apo recuperaca fantas abrac surpr vej reencontr emocion pal filh temp coronaviru
3174,Nado brilhante de golfinhos cria espetáculo durante fenômeno marinho,1,nad brilh golf cri espetacul dur fenomen mar
3175,Fotógrafo captura relâmpago e arco-íris na mesma foto nos EUA,1,fotograf capt relampag arc iril mesm fot eua
3176,Primeiro mapa superdetalhado mostra nova perspectiva da superfície da Lua,1,prim map superdetalh mostr nov perspec superfici lua
3177,Pesquisadores batizam nova espécie de cobra com homenagem a personagem de 'Harry Potter',1,pesquis batiz nov especi cobr homen person harry pott
3178,"Cachorros e cavalos se comunicam com expressões faciais durante brincadeiras, aponta estudo",1,cachorr caval comunic expresso fac dur brinc apont estud
3179,Foto de delivery de peixes no Vietnã é grande vencedora de concurso com mais de 36 mil inscrições,1,fot delivery peix vietn grand venc concurs 36 inscrico
3180,"
A verdade batendo na cara da gente",1,verdad bat car gent
3181,"Charreata de fraldas, serenata pelo muro e 'sorriso' na máscara: veja ações criativas e solidárias em tempos de coronavírus",1,charreat frald serenat mur sorris masc vej aco cria solid temp coronaviru
3182,Ovelha perdida reaparece 'gigante' sem tosa após 7 anos e motiva campanha,1,ovelh perd reaparec gigant tos apo 7 ano motiv campanh
3183,"Flamingos criam grupinhos de 'melhores amigos' em meio a bando, aponta estudo",1,flaming cri grup melhor amig mei band apont estud
3184,Vídeos em stop-motion com bonecos ajudam a matar saudade de esportes radicais,1,vide stop motion bonec ajud mat saudad esport radic
3185,Piloto usa rota de avião para desenhar coração sobre o céu da capital da Islândia,1,pilot usa rot avia desenh coraca sobr ceu capit island
3186,Milhares de flores azuis cobrem colinas inteiras em parque no Japão; FOTOS,1,milh fl azuil cobr colin int parqu japa fot
3187,Os médicos do futuro já não são os mesmos,1,medic futur mesm
3188,Concurso mundial de fotografia anuncia vencedores; veja galeria,1,concurs mund fotograf anunc venc vej gal
3189,"Chá da tarde virtual, maratona em casa, água e sabão para todos: veja ações criativas e solidárias em tempos de coronavírus",1,cha tard virtual maraton cas agu saba tod vej aco cria solid temp coronaviru
3190,"Abandonados, cachorra muda e cega e seu irmão 'cão-guia' são adotados nos EUA",1,abandon cachorr mud ceg irma cao gui adot eua
3191,Homem usa giz e calçada de casa para entreter vizinhos com obras de arte temporárias,1,hom usa giz calc cas entret vi obr art tempor
3192,Pôr do sol cria arco-íris bicolor em praia na Austrália,1,sol cri arc iril bicol prai austral
3193,A Páscoa da resiliência ,1,pasco resilienc
3194,O vírus pergunta: como queremos viver?,1,viru pergunt quer viv
3195,Fotógrafo consegue imagem rara de harpia e filhote no ninho,1,fotograf conseg imag rar harp filhot ninh
3196,Orangotangos e lontras criam amizade inesperada em zoo da Bélgica,1,orangotang lontr cri amizad inesper zoo belg
3197,Filhote de urso-negro órfão se recupera em zoo na Califórnia,1,filhot urs negr orfa recup zoo californ
3198,"Cachorrinhos exploram aquário fechado ao público, e vídeo viraliza",1,cachorr explor aquari fech publ vide viraliz
3199,Outra virose se espalha e salva vidas ,1,outr viros espalh salv vid
3200,"'Cine Janela': grupo projeta filmes em fachada de prédio para moradores em isolamento social, em Salvador",1,cin janel ': grup projet film fach predi mor isol soc salv
3201,Coalas resgatados em 'megaincêndio' na Austrália voltam à natureza 3 meses depois,1,coal resgat megaincendi austral volt natur 3 mes
3202,Engenheiro aposentado constrói aeronave artesanal na garagem de casa em Cuba,1,engenh aposent constro aeronav artesan gar cas cub
3203,Projeto cria drones para reflorestar áreas desmatadas ,1,projet cri dron reflorest are desmat
3204,Foca resgatada com desidratação é reinserida na natureza nos EUA,1,foc resgat desidrataca reinser natur eua
3205,Idosa de 87 anos costura máscaras em casa e doa para vizinhos no Maranhão,1,idos 87 ano costur masc cas doa vi maranha
3206,Não falta mais tempo. Sobra. É tempo de refletir,1,falt temp sobr temp reflet
3207,"Ao som de Mozart, Orquestra do AM simula espetáculo em tutorial de como lavar mãos em prevenção ao coronavírus; Veja vídeo",1,som mozart orquestr am simul espetacul tutor lav mao prevenca coronaviru vej vide
3208,Premiê da Noruega responde dúvidas de crianças sobre o coronavírus em programa de TV ,1,premi norueg respond duvid crianc sobr coronaviru program tv
3209,O coletivo e a dignidade na pandemia  ,1,cole dign pandem
3210,Universitária cria absorvente biodegradável feito com fibra de banana para moradoras de rua,1,universit cri absorv biodegrada feit fibr banan mor rua
3211,Brasília distante do Brasil,1,brasil dist
3212,Motorista de ônibus ajuda passageiro cego a atravessar avenida e imagem viraliza na web; vídeo,1,motor onibu ajud passag ceg atravess aven imag viraliz web vide
3213,"Após começar a estudar com livros achados no lixo, gari recebe diploma de doutorado no Ceará",1,apo comec estud livr ach lix gar receb diplom doutor ce
3214,Mãe grava reação de filha ao ganhar boneca cadeirante e vídeo viraliza,1,mae gr reaca filh ganh bonec cadeir vide viraliz
3215,Pizzaria de Nova York usa embalagem de pizzas para divulgar fotos de cães e gatos que precisam de lar,1,pizz nov york usa embal pizz divulg fot cae gat precis lar
3216,Maratonista de 58 anos fez prova de triatlo enquanto enfrentava câncer de cólon ,1,maraton 58 ano fez prov triatl enquant enfrent canc colon
3217,Lavar a alma. Quem não quer?,1,lav alm qu
3218,Qual a sua realidade? ,1,real
3219,Vovó alemã constrói rampas de Lego para combater falta de acessibilidade,1,vov alem constro ramp leg combat falt acessibil
3220,Miss Alemanha 2020 é eleita por júri formado só por mulheres,1,mis alemanh 2020 eleit jur form mulh
3221,Quem você enxerga?,1,enxerg
3222,Veterano militar de 104 anos recebe 70 mil cartas de Dia dos Namorados nos EUA; veja VÍDEO,1,veter milit 104 ano receb 70 cart dia namor eua vej vide
3223,Casal adota recém-nascida e ganha surpresa de passageiros ao voar de volta para casa,1,casal adot rec nasc ganh surpr passag vo volt cas
3224,A influencer de beleza sem pernas e braços,1,influenc bel pern brac
3225,Podemos. Vamos? ,1,pod vam
3226,"Orquestra de Budapeste ajuda surdos a ""ouvirem"" Beethoven pelo toque",1,orquestr budap ajud surd ouv beethoven toqu
3227,"
Onde está sua casa?",1,ond cas
3228,Zoo britânico apresenta filhotes de camaleão-pigmeu do tamanho de ponta de lápis ,1,zoo britan apresent filhot camalea pigm tamanh pont lapil
3229,Cachorro preso em carro na Austrália buzina até o dono voltar; veja o VÍDEO,1,cachorr pres carr austral buzin don volt vej vide
3230,Você se reconhece?,1,reconhec
3231,Músico leva cinema itinerante aos becos da Maré com dinheiro de reciclagem de óleo de cozinha,1,music lev cinem itiner bec mar dinh recicl ole co
3232,"
Vamos ao cinema? ",1,vam cinem
3233,"Depois de tanto acasalar e salvar espécie, tartaruga gigante Diego se aposenta em Galápagos",1,tant acasal salv especi tartarug gigant dieg aposent galapag
3234,Como se manter decente?,1,mant decent
3235,'Gente do bem': série mostra histórias inspiradoras de voluntários que ajudam quem precisaConheça pessoas que decidiram se doar e mudar para melhor a vida de várias pessoas.,1,gent bem ': seri mostr hist inspir voluntari ajud precisaconhec pesso decid do mud melhor vid var pesso
3236,O cão que encontrou menino desaparecido e se tornou o 1º cachorro nomeado cabo da PM,1,cao encontr menin desaparec torn cachorr nome cab pm
3237,Série ‘Gente do bem’ mostra histórias inspiradoras de voluntários que ajudam quem precisa,1,seri gent bem mostr hist inspir voluntari ajud precis
3238,Olha que legal: uma retrospectiva com 10 ótimas notícias de 2019,1,olh legal retrospec 10 otim notic 2019
3239,Você entendeu 2019?,1,entend 2019
3240,5 atos de bondade que mudaram a história,1,5 ato bondad mud hist
3241,Somos o quê? Gente? ,1,gent
3242,"Empreendedorismo social: 'Tem mais dinheiro do que projeto', diz especialista",1,"empreendedor soc dinh projet ', diz especi"
3243,"Americano decide pagar R$ 18,7 mil em contas atrasadas de 36 famílias",1,americ decid pag r 18 7 cont atras 36 famil
3244,Jovem de Curitiba cria 'rota mais segura' para população feminina: 'É normal as mulheres passarem medo ao andar na rua',1,jov curitib cri rot segur populaca feminin norm mulh pass med and rua
3245,O que você tem dito? ,1,dit
3246,Jovens de Curitiba mantêm ONG que atua no desenvolvimento e na educação de adolescentes e de crianças no Quênia,1,jov curitib mant ong atu desenvolv educaca adolesc crianc quen
3247,Amigos se reúnem e dão ‘gorjeta de Natal’ de quase R$ 5 mil para garçonete nos EUA,1,amig reun dao gorjet natal quas r 5 garconet eua
3248,O 'gato biônico' que virou estrela nas redes sociais,1,gat bion vir estrel red soc
3249,Jovem cria aplicativo para reunir pontos de coleta de lixo em todo o mundo e ajudar catadores de recicláveis,1,jov cri aplic reun pont colet lix tod mund ajud cat recicla
3250,Menino de 5 anos ganha prótese de braço e abraça irmão pela primeira vez,1,menin 5 ano ganh protes brac abrac irma prim vez
3251,Universitária cria cursinho pré-vestibular solidário para alunos da rede pública e de comunidade carente de Curitiba,1,universit cri curs pre vestibul solidari alun red publ comunidad carent curitib
3252,Vamos adotar um sorriso?,1,vam adot sorris
3253,Transfor(A)mar: série de reportagens mostra como atitudes simples e ideias inovadoras podem mudar o mundo,1,transf mar seri report mostr atitud simpl ide inov pod mud mund
3254,'Virar pai me ajudou a aceitar meu autismo',1,vir pai ajud aceit aut
3255,Quem é você?,1,
3256,"Contra estereótipos de masculinidade, professor cria curso para discutir o que é 'coisa de homem'",1,contr estereotip masculin profes cri curs discut cois hom
3257,Preconceitos. Quais são os seus?,1,preconceit qual
3258,"Nos EUA, audiência de adoção de garoto de 5 anos tem presença de toda sua sala da escola",1,eua audienc adoca garot 5 ano presenc tod sal escol
3259,"Menino de 9 anos corre mais de 190 km, em 33 competições, para ajudar crianças com câncer ",1,menin 9 ano corr 190 km 33 competico ajud crianc canc
3260,O que você deseja?,1,desej
3261,Técnico de futebol na Inglaterra não deixa a surdez atrapalhar seu sonho,1,tecn futebol inglaterr deix surd atrapalh sonh
3262,Eles tinham a dimensão?,1,dimensa
3263,Dupla encontra aliança de casamento perdida em montanha coberta de neve nos EUA,1,dupl encontr alianc cas perd montanh cobert nev eua
3264,Apaixonar-se é necessário. Vamos? ,1,apaixon necessari vam
3265,O veterano de guerra que superou amputação das pernas e virou instrutor internacional de ioga,1,veter guerr super amputaca pern vir instru internac iog
3266,Cadela vira-lata salva gatinhos abandonados no frio do Canadá,1,cadel vir lat salv gat abandon fri can
3267,Menino com daltonismo severo recebe óculos especiais e vê cores pela primeira vez,1,menin dalton sever receb ocul espec ve cor prim vez
3268,Você se sente unido? ,1,sent unid
3269,"Homem mais rico do mundo, Jeff Bezos doa US$ 98,5 milhões para ajudar moradores de rua ",1,hom ric mund jeff bez doa us 98 5 milho ajud mor rua
3270,"Conheça Bear, o cachorro que ajuda a salvar coalas dos incêndios na Austrália",1,conhec be cachorr ajud salv coal incendi austral
3271,Onde estão os negros?,1,ond negr
3272,Aeroporto de San Francisco tem porquinha para distrair e acalmar passageiros,1,aeroport san francisc porq distra acalm passag
3273,Comunicar é sentir? ,1,comunic sent
3274,Caçadores de tesouros recuperam centenas de garrafas de licor e conhaque da Primeira Guerra Mundial no fundo do mar; veja FOTOS,1,cac tesour recup centen garraf lic conhaqu prim guerr mund fund mar vej fot
3275,Filhote de cão com rabo 'extra' na testa é resgatado nos EUA,1,filhot cao rab extr test resgat eua
3276,Como resistir sorrindo? ,1,resist sorr
3277,FOTOS: Panda passa por tomografia computadorizada em Berlim,1,fot pand pass tomograf computador berlim
3278,Vamos nos cuidar?,1,vam cuid
3279,Sonhos.  Quem te ajuda a sustentá-los?,1,sonh ajud sustent lo
3280,Músico consegue recuperar violino de 310 anos esquecido em trem,1,music conseg recuper violin 310 ano esquec tr
3281,A percepção do absurdo. Percebe?,1,percepca absurd perceb
3282,Cachorra ‘presta juramento’ ao assumir cargo em procuradoria nos EUA,1,cachorr prest jur assum carg procurad eua
3283,Mulher com esclerose múltipla escala monte na Austrália carregada em uma cadeira,1,mulh escleros multipl escal mont austral carreg cade
3284,Força. De onde vem a sua? ,1,forc ond vem
3285,O que é justo?,1,just
3286,O que te comove? ,1,comov
3287,"Ele é portador de deficiência, ela não; em canal no YouTube, casal mostra rotina e desafia estereótipos",1,port deficienc canal youtub casal mostr rotin desaf estereotip
3288,Cães fantasiados participam de desfile de Halloween em Nova York,1,cae fantasi particip desfil halloween nov york
3289,Qual a sua esperança?,1,esperanc
3290,Michael Jordan inaugura clínica médica gratuita para pessoas de baixa renda nos EUA,1,michael jordan inaug clin medic gratuit pesso baix rend eua
3291,Como acolher o imprevisível? ,1,acolh imprevisi
3292,"Mulher reencontra cachorro perdido há 12 anos a 1,6 mil km de casa",1,mulh reencontr cachorr perd 12 ano 1 6 km cas
3293,O que somos capazes de amar?,1,capaz am
3294,Reconstruções. Qual foi a sua hoje?,1,reconstruco hoj
3295,Quanto tempo você tem agora?   ,1,quant temp agor
3296,O raro mapa múndi do século 17 encontrado por acaso em uma loja de caridade,1,rar map mund secul 17 encontr acas loj caridad
3297,Tetraplégico move braços e pernas após 4 anos com equipamento controlado pela mente,1,tetrapleg mov brac pern apo 4 ano equip control ment
3298,Quando a despedida é um recomeço? ,1,desped recomec
3299,O que determina um futuro?,1,determin futur
3300,A fisiculturista de 75 anos que começou a levantar pesos para lidar com dor crônica,1,fisicultur 75 ano comec levant pes lid dor cron
3301,Funcionário de 21 anos cuida sozinho de 90 hóspedes presos em hotel durante enchente nos EUA,1,funcionari 21 ano cuid so 90 hosped pres hotel dur ench eua
3302,Casal de baleias retorna para costa da Irlanda 20 anos após ter sido monitorado,1,casal bale retorn cost irland 20 ano apo ter sid monitor
3303,Palavras vazias não preenchem. Mas roubam? ,1,palavr vaz preench roub
3304,Oportunidades são sempre uma chance?,1,oportun sempr chanc
3305,Aline Midlej,1,alin midlej
3306,"
Empreendedores do Chile oferecem passeios turísticos adaptados a pessoas com deficiência",1,empreend chil oferec passei turis adapt pesso deficienc
3307,Alunos de escola municipal do Rio utilizam materiais recicláveis para fazer instrumentos ,1,alun escol municip rio utiliz mater recicla faz instrument
3308,Centenária dá lição de vida com simpatia e humor e revela segredo da longevidade: batata frita,1,centen lica vid simpat hum revel segred longev batat frit
3309,Aplicativo reúne programações culturais com acessibilidade em cidades brasileiras,1,aplic reun programaco cult acessibil cidad
3310,"Americano que venceu o câncer duas vezes ganha US$ 4,6 milhões na loteria",1,americ venc canc dua vez ganh us 4 6 milho lot
3311,Menino que sofreu bullying por camiseta improvisada de universidade nos EUA ganha bolsa de estudos,1,menin sofr bullying camiset improvis univers eua ganh bols estud
3312,Filhote de elefante com prótese em pata ganha novo lar na Tailândia,1,filhot elefant protes pat ganh nov lar tailand
3313,Mensagem em garrafa salva família presa em cachoeira perigosa,1,mens garraf salv famil pres cacho perig
3314,"Depois de sobreviver ao furacão Dorian, menino de 3 anos é recebido na escola com abraço coletivo dos colegas",1,sobreviv furaca dorian menin 3 ano receb escol abrac cole coleg
3315,Vídeo de encontro e abraço entre meninos de 2 anos faz sucesso e vai parar na TV,1,vide encontr abrac menin 2 ano faz sucess par tv
3316,"Aos 77 anos, britânica se torna a pessoa mais velha a dar a volta ao mundo navegando sozinha",1,77 ano britan torn pesso velh dar volt mund naveg so
3317,Fotógrafo captura momento exato em que esquilo cheira uma flor amarela,1,fotograf capt moment exat esquil che fl amarel
3318,"Após sofrer bullying, menino tem sua versão de camiseta adotada por universidade nos EUA",1,apo sofr bullying menin versa camiset adot univers eua
3319,Menino de 6 anos que economizava para ir à Disney usa o dinheiro para dar comida a vítimas do furacão Dorian,1,menin 6 ano economiz ir disney usa dinh dar com vit furaca dorian
3320,A estudante russa que descobriu 5 ilhas desconhecidas no Ártico,1,estud russ descobr 5 ilh desconhec artic
3321,Jovens do Complexo da Maré mostram ensaio fotográfico inédito no Rio,1,jov complex mar mostr ensai fotograf inedit rio
3322,"Aos 94 anos, Jimmy Carter voltará a construir casas populares após passar por cirurgia no quadril",1,94 ano jimmy cart volt constru cas popul apo pass cirurg quadril
3323,"Sem nunca ter visitado o Brasil, chef abre food truck de pão de queijo em ilha remota na Austrália",1,nunc ter visit chef abr food truck pao queij ilh remot austral
3324,Os chips que podem revolucionar a pesquisa médica e diminuir uso de animais de laboratório,1,chip pod revoluc pesquis medic diminu uso animal laboratori
3325,Jovem autista atinge nível mais alto em escotismo nos EUA,1,jov autist ating nivel alt escot eua
3326,Estudo com câmeras de segurança revela que somos mais dispostos a ajudar os outros do que se pensava,1,estud cam seguranc revel dispost ajud outr pens
